vmacro00001	sp|O48920|ARF_VIGUN
vmacro19632	sp|Q84K79|IDM2L_ARATH
vmacro19634	sp|Q8RWL4|IDM2_ARATH
vmacro19635	sp|Q8L4B2|NFYC9_ARATH
vmacro19636	sp|Q53YF3|SPC3B_ARATH
vmacro19637	sp|Q8LA32|LUL4_ARATH
vmacro19638	sp|Q5I0K7|ALG13_RAT
vmacro19639	sp|Q9MA98|ERCC1_ARATH
vmacro19640	sp|Q2TBW0|ATX10_BOVIN
vmacro19641	sp|Q9ASR4|BCAL2_ARATH
vmacro19642	sp|Q86JB0|Y8324_DICDI
vmacro19644	sp|Q49KZ8|PSAA_EUCGG
vmacro19644	sp|Q49KZ8|PSAA_EUCGG
vmacro19644	sp|Q49KZ8|PSAA_EUCGG
vmacro19645	sp|Q8GW44|KN1_ARATH
vmacro19645	sp|Q8GW44|KN1_ARATH
vmacro19646	sp|Q4V3D2|ASP36_ARATH
vmacro19647	sp|Q3ECP6|GDL22_ARATH
vmacro19649	sp|Q6NPD8|RTNLJ_ARATH
vmacro19650	sp|Q3ECP7|ERDL5_ARATH
vmacro19651	sp|Q94CI7|EDL17_ARATH
vmacro19652	sp|Q9FFD9|SEI1_ARATH
vmacro19653	sp|Q8RXC8|RBK2_ARATH
vmacro19655	sp|Q940G6|GID1C_ARATH
vmacro19657	sp|Q8RWV3|CCL11_ARATH
vmacro19658	sp|Q5XQC7|BON3_ARATH
vmacro19659	sp|Q5XQC7|BON3_ARATH
vmacro19660	sp|F1QMV3|TPC6B_DANRE
vmacro19661	sp|Q94AH1|CAND2_ARATH
vmacro19663	sp|Q9ZVM9|Y1461_ARATH
vmacro19663	sp|Q9ZVM9|Y1461_ARATH
vmacro19664	sp|Q9MAB3|NOP5B_ARATH
vmacro19665	sp|Q0DKP4|DRB2_ORYSJ
vmacro19665	sp|Q0DKP4|DRB2_ORYSJ
vmacro19665	sp|Q0DKP4|DRB2_ORYSJ
vmacro19666	sp|Q9ZVN2|Y1457_ARATH
vmacro19667	sp|Q9ZVN2|Y1457_ARATH
vmacro19667	sp|Q9ZVN2|Y1457_ARATH
vmacro19669	sp|Q05B17|WDR48_XENTR
vmacro19671	sp|Q4R2Z6|WDR48_MACFA
vmacro19672	sp|Q9LZS6|SBT4F_ARATH
vmacro19673	sp|Q8RWD5|SCD2_ARATH
vmacro19677	sp|Q9FPR3|EDR1_ARATH
vmacro19677	sp|Q9FPR3|EDR1_ARATH
vmacro19678	sp|Q9VLT1|MON2_DROME
vmacro19680	sp|Q6GP04|MON2_XENLA
vmacro19682	sp|Q00834|CYSK_SPIOL
vmacro19683	sp|Q43317|CYSK_CITLA
vmacro19684	sp|P80608|CYSK_MAIZE
vmacro19684	sp|P80608|CYSK_MAIZE
vmacro19686	sp|Q94BU8|GSDA_ARATH
vmacro19687	sp|Q9SLI2|NEK1_ARATH
vmacro19688	sp|Q9CAU7|NEK2_ARATH
vmacro19689	sp|Q7XUK4|GUN12_ORYSJ
vmacro19690	sp|Q38890|GUN25_ARATH
vmacro19692	sp|Q96291|BAS1A_ARATH
vmacro19693	sp|F4JT76|VPS54_ARATH
vmacro19694	sp|F4JT76|VPS54_ARATH
vmacro19695	sp|A1WVA6|RL18_HALHL
vmacro19696	sp|Q8LD26|DRMH3_ARATH
vmacro19697	sp|Q9M9W3|PP19_ARATH
vmacro19698	sp|Q5PPY1|MCS1A_XENLA
vmacro19714	sp|Q8GYE8|NSUN5_ARATH
vmacro19715	sp|Q84J70|DI193_ARATH
vmacro19716	sp|Q9SUJ1|SYP43_ARATH
vmacro19717	sp|Q9FJ10|GAT16_ARATH
vmacro19718	sp|Q96321|IMPA1_ARATH
vmacro19719	sp|Q0WVV6|CB60D_ARATH
vmacro19720	sp|Q9FVS1|FBK23_ARATH
vmacro19721	sp|Q3E6S8|DGP14_ARATH
vmacro19722	sp|Q94BR1|MRF1_ARATH
vmacro19723	sp|P38661|PDIA6_MEDSA
vmacro19724	sp|Q43317|CYSK_CITLA
vmacro19725	sp|O04834|SAR1A_ARATH
vmacro19726	sp|A8MS68|PLPD1_ARATH
vmacro19727	sp|Q8LGG8|USPAL_ARATH
vmacro19728	sp|Q8LGG8|USPAL_ARATH
vmacro19730	sp|Q8LGG8|USPAL_ARATH
vmacro19731	sp|Q8LGG8|USPAL_ARATH
vmacro19732	sp|Q8LGG8|USPAL_ARATH
vmacro19733	sp|Q8LGG8|USPAL_ARATH
vmacro19734	sp|Q8LGG8|USPAL_ARATH
vmacro19735	sp|O22267|CKI1_ARATH
vmacro19736	sp|Q9ZPP1|CALR_BERST
vmacro19737	sp|Q96499|RL44_GOSHI
vmacro19738	sp|P31414|AVP1_ARATH
vmacro19739	sp|Q7XA65|PUS1_ARATH
vmacro19740	sp|O22268|DIM1A_ARATH
vmacro19741	sp|O65740|DEF2_CAPAN
vmacro19742	sp|O82239|RFI2_ARATH
vmacro19743	sp|O82239|RFI2_ARATH
vmacro19744	sp|Q9SEI2|PS6AA_ARATH
vmacro19745	sp|Q68CP4|HGNAT_HUMAN
vmacro19746	sp|Q8L770|CLPR3_ARATH
vmacro19747	sp|Q99638|RAD9A_HUMAN
vmacro19748	sp|Q3E902|RS212_ARATH
vmacro19749	sp|P22242|DRPE_CRAPL
vmacro19750	sp|Q8RWL0|E2FF_ARATH
vmacro19752	sp|Q8RXN8|NRP_ARATH
vmacro19753	sp|C0LGP4|Y3475_ARATH
vmacro19754	sp|Q69UZ3|LONM_ORYSJ
vmacro19755	sp|Q9SVH3|PP328_ARATH
vmacro19757	sp|Q7GDL5|KNOSA_ORYSJ
vmacro19758	sp|Q10MI0|SRL2_ORYSJ
vmacro19759	sp|O80482|BH149_ARATH
vmacro19762	sp|O65390|APA1_ARATH
vmacro19763	sp|Q3E6S9|CNIF3_ARATH
vmacro19765	sp|Q9LVC8|COQ5_ARATH
vmacro19768	sp|F4K1B4|NEAP2_ARATH
vmacro19769	sp|Q9M069|E137_ARATH
vmacro19770	sp|Q0JP11|C3H3_ORYSJ
vmacro19770	sp|Q0JP11|C3H3_ORYSJ
vmacro19771	sp|Q8GXB4|WTR2_ARATH
vmacro19772	sp|Q8GXB4|WTR2_ARATH
vmacro19772	sp|Q8GXB4|WTR2_ARATH
vmacro19773	sp|Q9LZ98|AB20I_ARATH
vmacro19775	sp|Q9LFE0|DOT2_ARATH
vmacro19776	sp|Q9LFE0|DOT2_ARATH
vmacro19777	sp|C7G304|GOLS2_SOLLC
vmacro19778	sp|Q8LEK2|TVP23_ARATH
vmacro19779	sp|Q9FXA8|INVA_ARATH
vmacro19781	sp|O80480|IMPA4_ARATH
vmacro19784	sp|Q8L586|Y4958_ARATH
vmacro19785	sp|Q4KGQ4|DEGPL_PSEF5
vmacro19786	sp|A5YVF1|SGS3_SOLLC
vmacro19788	sp|C0LGP4|Y3475_ARATH
vmacro19788	sp|C0LGP4|Y3475_ARATH
vmacro19788	sp|C0LGP4|Y3475_ARATH
vmacro19789	sp|Q8RXN8|NRP_ARATH
vmacro19791	sp|O22268|DIM1A_ARATH
vmacro19792	sp|Q7XA65|PUS1_ARATH
vmacro19793	sp|P31414|AVP1_ARATH
vmacro19794	sp|Q8H5T6|LTI6A_ORYSJ
vmacro19795	sp|Q0JNI9|PIL15_ORYSJ
vmacro19796	sp|Q9FLP6|SUMO2_ARATH
vmacro19797	sp|Q8VZQ2|MYB61_ARATH
vmacro19798	sp|Q9SFF6|PAE12_ARATH
vmacro19799	sp|C6TEX6|FEN1_SOYBN
vmacro19800	sp|Q09758|GUP1_SCHPO
vmacro19801	sp|Q8RY25|NU98A_ARATH
vmacro19801	sp|Q8RY25|NU98A_ARATH
vmacro19802	sp|Q8RY25|NU98A_ARATH
vmacro19803	sp|Q6I544|GL52_ORYSJ
vmacro19804	sp|O82462|SYEC_ARATH
vmacro19805	sp|A2VDL9|T184B_BOVIN
vmacro19807	sp|Q55909|Y305_SYNY3
vmacro19808	sp|Q38890|GUN25_ARATH
vmacro19809	sp|Q8RWS6|FRO6_ARATH
vmacro19811	sp|Q3KTM0|FRO7_ARATH
vmacro19813	sp|Q8GZ99|HPCA1_ARATH
vmacro19815	sp|Q8GZ99|HPCA1_ARATH
vmacro19816	sp|Q9LT96|Y5977_ARATH
vmacro19816	sp|Q9LT96|Y5977_ARATH
vmacro19817	sp|Q9ZVP8|NAC35_ARATH
vmacro19818	sp|Q40359|ALFIN_MEDSA
vmacro19819	sp|V9M2S5|RPV1_VITRO
vmacro19819	sp|V9M2S5|RPV1_VITRO
vmacro19819	sp|V9M2S5|RPV1_VITRO
vmacro19820	sp|O80813|YC20L_ARATH
vmacro19821	sp|Q7XWK5|SAG39_ORYSJ
vmacro19822	sp|Q9SWR3|MMT1_WEDBI
vmacro19823	sp|Q15020|SART3_HUMAN
vmacro19824	sp|O64722|ZHD3_ARATH
vmacro19825	sp|Q93YU2|RUS6_ARATH
vmacro19826	sp|Q9FK07|CLPX1_ARATH
vmacro19826	sp|Q9FK07|CLPX1_ARATH
vmacro19827	sp|O65041|UBA3_ARATH
vmacro19828	sp|Q3T090|TSR2_BOVIN
vmacro19829	sp|Q8L5Y6|CAND1_ARATH
vmacro19830	sp|Q7ZV80|SPF30_DANRE
vmacro19831	sp|Q9SY74|C3H5_ARATH
vmacro19832	sp|O65709|FAO4A_ARATH
vmacro19833	sp|Q9SY73|PTALR_ARATH
vmacro19834	sp|B1Q3J6|DNM1B_ORYSJ
vmacro19834	sp|B1Q3J6|DNM1B_ORYSJ
vmacro19834	sp|B1Q3J6|DNM1B_ORYSJ
vmacro19834	sp|B1Q3J6|DNM1B_ORYSJ
vmacro19836	sp|Q65XS5|BC10_ORYSJ
vmacro19838	sp|Q6DHJ6|COXM2_DANRE
vmacro19842	sp|Q9SD34|C3H44_ARATH
vmacro19843	sp|Q9FT92|Y5843_ARATH
vmacro19844	sp|Q5M868|GBA2_RAT
vmacro19846	sp|F4I114|Y1960_ARATH
vmacro19847	sp|Q6NMK1|GXM1_ARATH
vmacro19848	sp|Q9ZRE2|RABD1_ARATH
vmacro19849	sp|O04486|RAA2A_ARATH
vmacro19850	sp|Q9ZRI7|EF1G1_ORYSJ
vmacro19851	sp|Q6YW46|EF1G2_ORYSJ
vmacro19852	sp|Q9C7U5|E132_ARATH
vmacro19853	sp|Q9FJU9|E1313_ARATH
vmacro19854	sp|Q6YW46|EF1G2_ORYSJ
vmacro19855	sp|Q9FUM1|EF1G_PRUAV
vmacro19857	sp|Q8GWR3|QKIL5_ARATH
vmacro19858	sp|Q9FVW4|RENT3_ARATH
vmacro19858	sp|Q9FVW4|RENT3_ARATH
vmacro19859	sp|Q39019|KSG10_ARATH
vmacro19860	sp|Q02028|HSP7S_PEA
vmacro19861	sp|Q93Y22|COPD_ARATH
vmacro19862	sp|Q9STW5|MACP2_ARATH
vmacro19864	sp|P35684|RL3_ORYSJ
vmacro19865	sp|F4K1Z0|ECT3_ARATH
vmacro19866	sp|Q93YR2|BASS1_ARATH
vmacro19867	sp|Q6RHR6|DMI1_MEDTR
vmacro19868	sp|Q94CC0|Y5994_ARATH
vmacro19870	sp|Q93W20|NIFU2_ARATH
vmacro19871	sp|Q6F2U9|SYK_ORYSJ
vmacro19871	sp|Q6F2U9|SYK_ORYSJ
vmacro19872	sp|F4IH25|BOP1_ARATH
vmacro19873	sp|Q94AH3|NIPA4_ARATH
vmacro19874	sp|F4IN23|BZP34_ARATH
vmacro19875	sp|Q8W3M7|Y4598_ARATH
vmacro19876	sp|Q93ZD7|MRS24_ARATH
vmacro19877	sp|Q9C952|CPSF3_ARATH
vmacro19877	sp|Q9C952|CPSF3_ARATH
vmacro19878	sp|Q9C952|CPSF3_ARATH
vmacro19879	sp|Q940G0|TMN1_ARATH
vmacro19880	sp|Q9C958|SRK2B_ARATH
vmacro19881	sp|Q5PPX5|RN170_XENLA
vmacro19882	sp|Q84WV0|GLYC7_ARATH
vmacro19883	sp|Q0WL80|UGGG_ARATH
vmacro19883	sp|Q0WL80|UGGG_ARATH
vmacro19884	sp|O04086|Y1105_ARATH
vmacro19885	sp|O60100|IMB4_SCHPO
vmacro19887	sp|Q8L4S2|MRS2F_ORYSJ
vmacro19888	sp|Q9C991|3HID2_ARATH
vmacro19889	sp|Q0WVV0|PPR31_ARATH
vmacro19890	sp|Q9SL49|AKB9B_ARATH
vmacro19891	sp|P0CB26|Y1089_ARATH
vmacro19893	sp|Q9C7U5|E132_ARATH
vmacro19894	sp|Q9SPU7|TERT_ARATH
vmacro19895	sp|Q6IDL4|P24D3_ARATH
vmacro19897	sp|F4ICF4|RBL10_ARATH
vmacro19898	sp|O22197|RHC1A_ARATH
vmacro19899	sp|B9DFK5|RETIC_ARATH
vmacro19900	sp|Q9LU85|PAP4_ARATH
vmacro19903	sp|O22466|MSI1_SOLLC
vmacro19905	sp|B6SFA4|MAA3_ARATH
vmacro19906	sp|Q75HX5|TLP8_ORYSJ
vmacro19907	sp|Q9LIN3|RZ1A_ARATH
vmacro19908	sp|Q9SA65|CAP4_ARATH
vmacro19909	sp|Q66GI4|PRRP1_ARATH
vmacro19910	sp|Q59Q36|TPC1_CANAL
vmacro19911	sp|Q8GWK6|NC104_ARATH
vmacro19912	sp|Q84N64|ARC5_ARATH
vmacro19913	sp|A5JTQ3|XYL2_MEDSV
vmacro19913	sp|A5JTQ3|XYL2_MEDSV
vmacro19914	sp|Q94F62|BAK1_ARATH
vmacro19915	sp|Q94F62|BAK1_ARATH
vmacro19916	sp|Q94F62|BAK1_ARATH
vmacro19917	sp|Q94F62|BAK1_ARATH
vmacro19918	sp|Q94F62|BAK1_ARATH
vmacro19919	sp|Q9ZQI7|ALD1_ARATH
vmacro19920	sp|Q923W1|TGS1_MOUSE
vmacro19921	sp|Q8VYI9|LTG31_ARATH
vmacro19922	sp|Q6J2K6|BIP2C_ORYSI
vmacro19922	sp|Q6J2K6|BIP2C_ORYSI
vmacro19923	sp|Q66KH2|ERGI3_XENLA
vmacro19924	sp|Q9CQE7|ERGI3_MOUSE
vmacro19924	sp|Q9CQE7|ERGI3_MOUSE
vmacro19926	sp|A8MQN2|LNK1_ARATH
vmacro19928	sp|F4JCU0|SUA_ARATH
vmacro19929	sp|Q7Y211|PP285_ARATH
vmacro19929	sp|Q7Y211|PP285_ARATH
vmacro19929	sp|Q7Y211|PP285_ARATH
vmacro19930	sp|Q9FMG4|SC35_ARATH
vmacro19931	sp|Q40294|AOX1_MANIN
vmacro19932	sp|O24454|UBP3_ARATH
vmacro19933	sp|Q8LAM0|UBP4_ARATH
vmacro19934	sp|Q402F4|TOM1_TOBAC
vmacro19935	sp|Q9S9Z7|P2C10_ARATH
vmacro19936	sp|Q9S9Z7|P2C10_ARATH
vmacro19937	sp|F4KCL7|OE64M_ARATH
vmacro19937	sp|F4KCL7|OE64M_ARATH
vmacro19938	sp|Q9BV23|ABHD6_HUMAN
vmacro19939	sp|Q7XJE6|MCA1_ARATH
vmacro19940	sp|Q7XJE6|MCA1_ARATH
vmacro19941	sp|P0DO03|DJA8_ORYSJ
vmacro19942	sp|Q00218|AROG_ARATH
vmacro19943	sp|Q9LX90|PABN3_ARATH
vmacro19944	sp|Q54Q92|LMD2A_DICDI
vmacro19945	sp|Q9FMF7|DIT21_ARATH
vmacro19946	sp|Q9FMF7|DIT21_ARATH
vmacro19947	sp|P47924|RIBA1_ARATH
vmacro19949	sp|Q8W490|PEPK2_ARATH
vmacro19953	sp|Q9FY69|BH143_ARATH
vmacro19954	sp|Q67W65|TAF1_ORYSJ
vmacro19954	sp|Q67W65|TAF1_ORYSJ
vmacro19955	sp|Q94CE3|BCA5_ARATH
vmacro19956	sp|P0CB24|Y4865_ARATH
vmacro19957	sp|Q9D967|MGDP1_MOUSE
vmacro19958	sp|Q93YW0|EXEC1_ARATH
vmacro19959	sp|Q6DEF6|USB1_DANRE
vmacro19960	sp|Q6Z401|MST6_ORYSJ
vmacro19961	sp|F4KDN0|HEN4_ARATH
vmacro19961	sp|F4KDN0|HEN4_ARATH
vmacro19961	sp|F4KDN0|HEN4_ARATH
vmacro19961	sp|F4KDN0|HEN4_ARATH
vmacro19962	sp|Q8GXL7|GAT24_ARATH
vmacro19963	sp|Q5S2C3|PIR_ARATH
vmacro19963	sp|Q5S2C3|PIR_ARATH
vmacro19964	sp|Q5S2C3|PIR_ARATH
vmacro19965	sp|Q5S2C3|PIR_ARATH
vmacro19966	sp|Q5S2C3|PIR_ARATH
vmacro19966	sp|Q5S2C3|PIR_ARATH
vmacro19969	sp|O04491|PPR26_ARATH
vmacro19970	sp|Q9SSE9|JMJ25_ARATH
vmacro19970	sp|Q9SSE9|JMJ25_ARATH
vmacro19970	sp|Q9SSE9|JMJ25_ARATH
vmacro19971	sp|Q8LB81|GDL79_ARATH
vmacro19972	sp|Q41228|PSAEA_NICSY
vmacro19973	sp|F4I893|ILA_ARATH
vmacro19974	sp|F4I893|ILA_ARATH
vmacro19977	sp|Q9DAA6|EXOS1_MOUSE
vmacro19979	sp|K7WIZ6|RIBRX_MAIZE
vmacro19980	sp|F4KFT7|TENAC_ARATH
vmacro19980	sp|F4KFT7|TENAC_ARATH
vmacro19981	sp|Q9M0G7|MIK1_ARATH
vmacro19983	sp|Q6NM73|PDLP2_ARATH
vmacro19984	sp|Q8GUN5|PHL1_ARATH
vmacro19985	sp|Q8W595|SUVR4_ARATH
vmacro19986	sp|Q86YJ7|AN13B_HUMAN
vmacro19987	sp|A2RV01|DPH6_DANRE
vmacro19987	sp|A2RV01|DPH6_DANRE
vmacro19988	sp|Q8VZQ4|2AB2C_ARATH
vmacro19988	sp|Q8VZQ4|2AB2C_ARATH
vmacro19989	sp|Q9LYT2|PP287_ARATH
vmacro19990	sp|Q9ESJ0|XPO4_MOUSE
vmacro19990	sp|Q9ESJ0|XPO4_MOUSE
vmacro19991	sp|C0SUT9|JMJ16_ARATH
vmacro19992	sp|Q67Z52|TBCB_ARATH
vmacro19993	sp|Q9LIR8|FBK67_ARATH
vmacro19994	sp|Q3E6P4|FB95_ARATH
vmacro19995	sp|Q3E6P4|FB95_ARATH
vmacro19995	sp|Q3E6P4|FB95_ARATH
vmacro19996	sp|Q949S5|P2B11_ARATH
vmacro19997	sp|Q8RXU4|THA1_ARATH
vmacro19998	sp|Q8RXU4|THA1_ARATH
vmacro19999	sp|P92948|CDC5L_ARATH
vmacro20000	sp|Q8GWB7|GUX6_ARATH
vmacro20001	sp|Q9SPK4|PPCK1_ARATH
vmacro20002	sp|Q9SR19|RAF2_ARATH
vmacro20004	sp|Q8T199|OMT3_DICDI
vmacro20005	sp|Q9ZTP3|EIN4_ARATH
vmacro20006	sp|Q9LS88|PP250_ARATH
vmacro20007	sp|Q8L8A5|GIF1_ARATH
vmacro20008	sp|P55195|PUR6_VIGAC
vmacro20009	sp|Q6JN46|EIX2_SOLLC
vmacro20009	sp|Q6JN46|EIX2_SOLLC
vmacro20010	sp|Q2QDF6|DET2_GOSHI
vmacro20011	sp|Q84WU2|UBP13_ARATH
vmacro20013	sp|Q84WU2|UBP13_ARATH
vmacro20014	sp|Q84WU2|UBP13_ARATH
vmacro20014	sp|Q84WU2|UBP13_ARATH
vmacro20014	sp|Q84WU2|UBP13_ARATH
vmacro20017	sp|Q9FPT1|UBP12_ARATH
vmacro20018	sp|Q42948|DAPA_TOBAC
vmacro20021	sp|Q9LZG0|ADK2_ARATH
vmacro20023	sp|F4IV99|CHR5_ARATH
vmacro20024	sp|Q9M658|MOM1_ARATH
vmacro20025	sp|Q945K7|IDH5_ARATH
vmacro20026	sp|Q6DST1|Y1465_ARATH
vmacro20027	sp|Q9S814|EIN2_ARATH
vmacro20028	sp|Q08935|ROC1_NICSY
vmacro20028	sp|Q08935|ROC1_NICSY
vmacro20029	sp|Q8L8B8|LOG3_ARATH
vmacro20030	sp|Q8VZA1|LAC11_ARATH
vmacro20031	sp|Q9LYW0|Y5325_ARATH
vmacro20033	sp|A2QVV2|CREC_ASPNC
vmacro20035	sp|Q54T05|RIO2_DICDI
vmacro20036	sp|Q9S752|LOFG2_ARATH
vmacro20037	sp|Q93YN1|CRPK1_ARATH
vmacro20038	sp|Q93YN1|CRPK1_ARATH
vmacro20039	sp|Q3ECY6|SDG41_ARATH
vmacro20041	sp|O50003|RL12_PRUAR
vmacro20042	sp|Q5JNB5|DJC15_ORYSJ
vmacro20043	sp|Q700D2|IDD10_ARATH
vmacro20044	sp|K4BWV2|NAP1_SOLLC
vmacro20045	sp|Q9SF29|SYP71_ARATH
vmacro20047	sp|Q6JN47|EIX1_SOLLC
vmacro20047	sp|Q6JN47|EIX1_SOLLC
vmacro20047	sp|Q6JN47|EIX1_SOLLC
vmacro20048	sp|Q42580|PER21_ARATH
vmacro20049	sp|Q9LFH9|LRK81_ARATH
vmacro20050	sp|B4FUS3|CNR8_MAIZE
vmacro20052	sp|Q9ZQC6|IRX9_ARATH
vmacro20053	sp|Q9SF32|IQD1_ARATH
vmacro20054	sp|Q8RV04|TI141_ARATH
vmacro20057	sp|Q9ZQC5|ICR2_ARATH
vmacro20058	sp|Q93Z17|HLP_ARATH
vmacro20059	sp|P46297|RS23_FRAAN
vmacro20062	sp|Q5ZLS7|GLYR1_CHICK
vmacro20063	sp|Q9SF37|MCM8_ARATH
vmacro20064	sp|Q1RIM1|TOP1_RICBR
vmacro20065	sp|C0LGI2|Y1677_ARATH
vmacro20065	sp|C0LGI2|Y1677_ARATH
vmacro20066	sp|Q9SF40|RL4A_ARATH
vmacro20067	sp|Q8RWU3|RVE8_ARATH
vmacro20070	sp|Q9LZ03|TOP6A_ARATH
vmacro20071	sp|Q9ZUU1|KAD1_ARATH
vmacro20072	sp|Q8W4L3|BSK3_ARATH
vmacro20073	sp|Q8W4F0|DAR1_ARATH
vmacro20074	sp|Q8W4F0|DAR1_ARATH
vmacro20075	sp|Q0WRY5|PBL7_ARATH
vmacro20076	sp|C8VDQ4|GYP2_EMENI
vmacro20077	sp|Q9LZ06|GSTL3_ARATH
vmacro20078	sp|Q9LZ06|GSTL3_ARATH
vmacro20079	sp|F4JZG9|TERC_ARATH
vmacro20080	sp|Q9LZ08|MOS11_ARATH
vmacro20081	sp|P0CU20|FEX2_SCHPO
vmacro20082	sp|Q9LHJ9|P2C38_ARATH
vmacro20087	sp|F4HYJ7|DEXH3_ARATH
vmacro20088	sp|Q6P4L9|NFRKB_XENTR
vmacro20089	sp|Q5W7C6|KN5A_ORYSJ
vmacro20090	sp|Q9LZU5|KN5D_ARATH
vmacro20091	sp|Q6ZIX2|SMT1_ORYSJ
vmacro20093	sp|Q9ZUT3|ALS3_ARATH
vmacro20094	sp|Q9ZNS4|PRB1_ARATH
vmacro20096	sp|Q9FYB7|RSZ32_ARATH
vmacro20097	sp|Q9ZVI7|GAUT7_ARATH
vmacro20098	sp|C0HLF1|TSTD_DICDI
vmacro20099	sp|Q9FWA4|GAUT9_ARATH
vmacro20100	sp|Q9SF47|PAH1_ARATH
vmacro20101	sp|Q54TC5|NTPPB_DICDI
vmacro20103	sp|Q6AWW5|Y5262_ARATH
vmacro20104	sp|Q9C7A2|ITN1_ARATH
vmacro20105	sp|Q9C8G4|PLY4_ARATH
vmacro20106	sp|Q8VZC0|UXS1_ARATH
vmacro20106	sp|Q8VZC0|UXS1_ARATH
vmacro20107	sp|Q8RXH8|NAKR3_ARATH
vmacro20110	sp|Q84X53|MTEF1_ARATH
vmacro20110	sp|Q84X53|MTEF1_ARATH
vmacro20113	sp|P51566|AFC1_ARATH
vmacro20114	sp|Q9SVY0|NRPA1_ARATH
vmacro20115	sp|Q9LFG2|DAPF_ARATH
vmacro20116	sp|Q0WQJ7|KN5B_ARATH
vmacro20117	sp|Q0WT19|IP5P8_ARATH
vmacro20118	sp|Q0WT19|IP5P8_ARATH
vmacro20119	sp|Q9ZUS1|WTR13_ARATH
vmacro20120	sp|P28186|RAE1C_ARATH
vmacro20121	sp|Q93V56|IPYR1_ARATH
vmacro20122	sp|Q9LFF9|IPYR4_ARATH
vmacro20123	sp|Q9SLN8|DBR_TOBAC
vmacro20124	sp|C0LGP4|Y3475_ARATH
vmacro20125	sp|C0LGP4|Y3475_ARATH
vmacro20126	sp|C0LGP4|Y3475_ARATH
vmacro20126	sp|C0LGP4|Y3475_ARATH
vmacro20127	sp|P19177|H2A_PETCR
vmacro20129	sp|Q9M354|AGD6_ARATH
vmacro20130	sp|Q9M353|CHX20_ARATH
vmacro20131	sp|Q8L773|THO4A_ARATH
vmacro20132	sp|P80497|ATPY_SOLTU
vmacro20134	sp|C7J4U3|OST4A_ORYSJ
vmacro20137	sp|P22953|HS701_ARATH
vmacro20138	sp|Q8S8P3|GT14C_ARATH
vmacro20139	sp|Q9FNY2|DPB_ARATH
vmacro20140	sp|Q9M2U1|DOF36_ARATH
vmacro20141	sp|Q9SNC6|PUB13_ARATH
vmacro20142	sp|Q94B55|XB31_ARATH
vmacro20143	sp|Q6DR24|Y3795_ARATH
vmacro20145	sp|Q9XSC3|WDR44_BOVIN
vmacro20147	sp|O81221|ACT_GOSHI
vmacro20148	sp|O81862|CHIC_ARATH
vmacro20149	sp|Q6NQ87|CRK22_ARATH
vmacro20150	sp|Q9LDQ3|CRK35_ARATH
vmacro20151	sp|Q9ZR08|Y4230_ARATH
vmacro20152	sp|Q8L638|ALG10_ARATH
vmacro20153	sp|Q9SR22|PAE5_ARATH
vmacro20154	sp|Q9SR22|PAE5_ARATH
vmacro20155	sp|Q0IMG5|MT4A_ORYSJ
vmacro20156	sp|Q5E913|KN10B_ARATH
vmacro20157	sp|Q9XGX7|TIM9_ORYSJ
vmacro20158	sp|Q6R032|MB3R5_ARATH
vmacro20159	sp|F4KCC2|PRT6_ARATH
vmacro20160	sp|O80931|AS1_ARATH
vmacro20161	sp|O48818|EXPA4_ARATH
vmacro20162	sp|Q6NQJ6|RNR1_ARATH
vmacro20162	sp|Q6NQJ6|RNR1_ARATH
vmacro20163	sp|Q0WQX7|RBL1_ARATH
vmacro20163	sp|Q0WQX7|RBL1_ARATH
vmacro20164	sp|Q93Y40|ORP3C_ARATH
vmacro20165	sp|O80934|Y2766_ARATH
vmacro20166	sp|Q09893|YAI5_SCHPO
vmacro20167	sp|A8MR65|FHL_ARATH
vmacro20168	sp|O81081|LAC2_ARATH
vmacro20169	sp|Q93VV0|ZDHC6_ARATH
vmacro20169	sp|Q93VV0|ZDHC6_ARATH
vmacro20170	sp|Q9FJD5|LAC17_ARATH
vmacro20171	sp|Q6E593|BEBT1_PETHY
vmacro20172	sp|Q9FJD5|LAC17_ARATH
vmacro20173	sp|Q9FJD5|LAC17_ARATH
vmacro20174	sp|Q8LPF4|AVT1E_ARATH
vmacro20174	sp|Q8LPF4|AVT1E_ARATH
vmacro20176	sp|Q99P31|HPBP1_MOUSE
vmacro20177	sp|Q53MB8|TLPH_ORYSJ
vmacro20178	sp|O81208|OHP1_ARATH
vmacro20179	sp|Q9CPY6|GID4_MOUSE
vmacro20180	sp|Q9M2S4|LRKS4_ARATH
vmacro20181	sp|Q9M2S4|LRKS4_ARATH
vmacro20182	sp|Q7X999|RCA2_LARTR
vmacro20184	sp|Q9XIN0|LHW_ARATH
vmacro20184	sp|Q9XIN0|LHW_ARATH
vmacro20185	sp|Q945M8|CSPLI_ARATH
vmacro20186	sp|Q0PGJ6|AKRC9_ARATH
vmacro20187	sp|Q0PGJ6|AKRC9_ARATH
vmacro20188	sp|F4IRW0|ATG1C_ARATH
vmacro20188	sp|F4IRW0|ATG1C_ARATH
vmacro20189	sp|Q54MZ4|MCFB_DICDI
vmacro20189	sp|Q54MZ4|MCFB_DICDI
vmacro20189	sp|Q54MZ4|MCFB_DICDI
vmacro20190	sp|Q9LZM8|BLH9_ARATH
vmacro20191	sp|Q3HRQ2|GLOX_VITPS
